waypoint_id,latitude,longitude,heading,speed,waypoint_type
1,40.76034363753811,-111.88873132672245,240.0,1.5,coverage
2,40.76026359281041,-111.88879069095837,240.0,1.5,coverage
3,40.76018354805256,-111.88885005505304,240.0,1.5,coverage
4,40.76010350326456,-111.88890941900645,240.0,1.5,coverage
5,40.7600234584464,-111.8889687828186,240.0,1.5,coverage
6,40.75994341359807,-111.88902814648947,240.0,1.5,coverage
7,40.75986336871961,-111.88908751001908,240.0,1.5,coverage
8,40.759783323810964,-111.88914687340744,240.0,1.5,coverage
9,40.75970327887217,-111.88920623665454,240.0,1.5,coverage
10,40.75962323390322,-111.88926559976038,240.0,1.5,coverage
11,40.759543188904125,-111.88932496272496,240.0,1.5,coverage
12,40.75946314387487,-111.88938432554829,240.0,1.5,coverage
13,40.759383098815455,-111.88944368823036,240.0,1.5,coverage
14,40.75930305372589,-111.88950305077117,240.0,1.5,coverage
15,40.75931964800653,-111.8895196449941,60.0,1.5,coverage
16,40.75939961257819,-111.88946034217831,60.0,1.5,coverage
17,40.75947957711976,-111.88940103922157,60.0,1.5,coverage
18,40.75955954163124,-111.88934173612385,60.0,1.5,coverage
19,40.7596395061126,-111.88928243288515,60.0,1.5,coverage
20,40.759719470563894,-111.88922312950548,60.0,1.5,coverage
21,40.75979943498508,-111.88916382598485,60.0,1.5,coverage
22,40.75987939937616,-111.88910452232322,60.0,1.5,coverage
23,40.75995936373716,-111.88904521852064,60.0,1.5,coverage
24,40.76003932806806,-111.88898591457706,60.0,1.5,coverage
25,40.76011929236886,-111.88892661049252,60.0,1.5,coverage
26,40.760199256639574,-111.88886730626699,60.0,1.5,coverage
27,40.76027922088017,-111.88880800190049,60.0,1.5,coverage
28,40.760359185090685,-111.88874869739301,60.0,1.5,coverage
29,40.7604391492711,-111.88868939274454,60.0,1.5,coverage
30,40.76051911342142,-111.8886300879551,60.0,1.5,coverage
31,40.760599077541634,-111.88857078302466,60.0,1.5,coverage
32,40.76067904163175,-111.88851147795324,60.0,1.5,coverage
33,40.76075900569178,-111.88845217274084,60.0,1.5,coverage
34,40.76077415065656,-111.88846984206593,240.0,1.5,coverage
35,40.76069426711342,-111.88852908754848,240.0,1.5,coverage
36,40.76061438354026,-111.88858833289032,240.0,1.5,coverage
37,40.76053449993705,-111.88864757809148,240.0,1.5,coverage
38,40.76045461630381,-111.88870682315192,240.0,1.5,coverage
39,40.76037473264053,-111.88876606807167,240.0,1.5,coverage
40,40.760294848947225,-111.88882531285073,240.0,1.5,coverage
41,40.76021496522387,-111.88888455748909,240.0,1.5,coverage
42,40.76013508147047,-111.88894380198676,240.0,1.5,coverage
43,40.76005519768706,-111.88900304634372,240.0,1.5,coverage
44,40.75997531387359,-111.88906229055999,240.0,1.5,coverage
45,40.75989543003009,-111.88912153463558,240.0,1.5,coverage
46,40.759815546156574,-111.88918077857046,240.0,1.5,coverage
47,40.75973566225301,-111.88924002236466,240.0,1.5,coverage
48,40.759655778319406,-111.88929926601817,240.0,1.5,coverage
49,40.75957589435577,-111.88935850953098,240.0,1.5,coverage
50,40.7594960103621,-111.88941775290311,240.0,1.5,coverage
51,40.759416126338394,-111.88947699613455,240.0,1.5,coverage
52,40.75933624228467,-111.8895362392253,240.0,1.5,coverage
53,40.75935283656027,-111.88955283346479,60.0,1.5,coverage
54,40.75943264009607,-111.88949365009906,60.0,1.5,coverage
55,40.75951244360188,-111.88943446659292,60.0,1.5,coverage
56,40.759592247077734,-111.88937528294636,60.0,1.5,coverage
57,40.759672050523605,-111.88931609915942,60.0,1.5,coverage
58,40.75975185393952,-111.88925691523207,60.0,1.5,coverage
59,40.75983165732545,-111.8891977311643,60.0,1.5,coverage
60,40.759911460681394,-111.88913854695612,60.0,1.5,coverage
61,40.759991264007375,-111.88907936260755,60.0,1.5,coverage
62,40.76007106730337,-111.88902017811854,60.0,1.5,coverage
63,40.760150870569404,-111.88896099348915,60.0,1.5,coverage
64,40.76023067380547,-111.88890180871933,60.0,1.5,coverage
65,40.76031047701154,-111.8888426238091,60.0,1.5,coverage
66,40.760390280187636,-111.88878343875847,60.0,1.5,coverage
67,40.760470083333765,-111.88872425356742,60.0,1.5,coverage
68,40.760549886449915,-111.88866506823594,60.0,1.5,coverage
69,40.76062968953608,-111.88860588276407,60.0,1.5,coverage
70,40.76070949259228,-111.88854669715177,60.0,1.5,coverage
71,40.7607892956185,-111.88848751139905,60.0,1.5,coverage
