waypoint_id,latitude,longitude,heading,speed,waypoint_type
1,40.7595179992317,-111.88810090125142,60.0,1.5,coverage
2,40.7596024830857,-111.8880382443192,60.0,1.5,coverage
3,40.7596869669061,-111.88797558722963,60.0,1.5,coverage
4,40.75977145069291,-111.88791292998269,60.0,1.5,coverage
5,40.75985593444612,-111.88785027257838,60.0,1.5,coverage
6,40.75994041816573,-111.8877876150167,60.0,1.5,coverage
7,40.760024901851736,-111.88772495729765,60.0,1.5,coverage
8,40.760049599054604,-111.88773554187746,240.0,1.5,coverage
9,40.75996959775267,-111.88779487522486,240.0,1.5,coverage
10,40.759889596420635,-111.88785420843112,240.0,1.5,coverage
11,40.75980959505845,-111.88791354149629,240.0,1.5,coverage
12,40.759729593666144,-111.88797287442033,240.0,1.5,coverage
13,40.75964959224371,-111.88803220720325,240.0,1.5,coverage
14,40.75956959079115,-111.88809153984508,240.0,1.5,coverage
15,40.75948958930846,-111.88815087234579,240.0,1.5,coverage
16,40.75940958779563,-111.8882102047054,240.0,1.5,coverage
17,40.7593295862527,-111.8882695369239,240.0,1.5,coverage
18,40.75924958467963,-111.88832886900128,240.0,1.5,coverage
19,40.75916958307644,-111.88838820093756,240.0,1.5,coverage
20,40.75908958144312,-111.88844753273274,240.0,1.5,coverage
21,40.75900957977968,-111.88850686438681,240.0,1.5,coverage
22,40.758929578086104,-111.88856619589977,240.0,1.5,coverage
23,40.758932544853025,-111.88859289643112,60.0,1.5,coverage
24,40.75901409872817,-111.88853241381526,60.0,1.5,coverage
25,40.759095652572036,-111.88847193105278,60.0,1.5,coverage
26,40.759177206384585,-111.88841144814366,60.0,1.5,coverage
27,40.759258760165814,-111.8883509650879,60.0,1.5,coverage
28,40.75934031391576,-111.8882904818855,60.0,1.5,coverage
29,40.759421867634366,-111.88822999853647,60.0,1.5,coverage
30,40.759503421321696,-111.88816951504081,60.0,1.5,coverage
31,40.75958497497771,-111.88810903139851,60.0,1.5,coverage
32,40.75966652860241,-111.88804854760956,60.0,1.5,coverage
33,40.75974808219581,-111.88798806367399,60.0,1.5,coverage
34,40.7598296357579,-111.88792757959176,60.0,1.5,coverage
35,40.75991118928869,-111.8878670953629,60.0,1.5,coverage
36,40.75999274278816,-111.8878066109874,60.0,1.5,coverage
37,40.76007429625633,-111.88774612646525,60.0,1.5,coverage
38,40.76009899345688,-111.887756711061,240.0,1.5,coverage
39,40.760015887822256,-111.88781834675821,240.0,1.5,coverage
40,40.75993278215511,-111.88787998230312,240.0,1.5,coverage
41,40.75984967645548,-111.88794161769576,240.0,1.5,coverage
42,40.75976657072332,-111.88800325293612,240.0,1.5,coverage
43,40.75968346495867,-111.8880648880242,240.0,1.5,coverage
44,40.7596003591615,-111.88812652296001,240.0,1.5,coverage
45,40.7595172533318,-111.88818815774356,240.0,1.5,coverage
46,40.75943414746959,-111.88824979237482,240.0,1.5,coverage
47,40.7593510415749,-111.8883114268538,240.0,1.5,coverage
48,40.75926793564768,-111.88837306118053,240.0,1.5,coverage
49,40.75918482968796,-111.88843469535499,240.0,1.5,coverage
50,40.759101723695736,-111.88849632937716,240.0,1.5,coverage
51,40.75901861767098,-111.88855796324708,240.0,1.5,coverage
52,40.75893551161374,-111.88861959696473,240.0,1.5,coverage
53,40.75893847836825,-111.8886462975006,60.0,1.5,coverage
54,40.75901749272649,-111.88858769834172,60.0,1.5,coverage
55,40.759096507055354,-111.88852909904523,60.0,1.5,coverage
56,40.75917552135482,-111.88847049961107,60.0,1.5,coverage
57,40.759254535624905,-111.88841190003929,60.0,1.5,coverage
58,40.759333549865616,-111.88835330032983,60.0,1.5,coverage
59,40.75941256407692,-111.88829470048275,60.0,1.5,coverage
