waypoint_id,latitude,longitude,heading,speed,waypoint_type
76,40.75987256731768,-111.88951420359462,60.0,1.5,coverage
77,40.75995271715376,-111.88945476289297,60.0,1.5,coverage
78,40.7600328669596,-111.88939532204967,60.0,1.5,coverage
79,40.760113016735204,-111.88933588106474,60.0,1.5,coverage
80,40.76019316648058,-111.88927643993817,60.0,1.5,coverage
81,40.76027331619572,-111.88921699867,60.0,1.5,coverage
82,40.76035346588061,-111.88915755726016,60.0,1.5,coverage
83,40.76043361553528,-111.88909811570872,60.0,1.5,coverage
84,40.76051376515971,-111.88903867401562,60.0,1.5,coverage
85,40.7605939147539,-111.8889792321809,60.0,1.5,coverage
86,40.76067406431784,-111.88891979020454,60.0,1.5,coverage
87,40.760662912788625,-111.88895696205513,240.0,1.5,coverage
88,40.760578732152226,-111.88901939355233,240.0,1.5,coverage
89,40.760494551482466,-111.88908182489328,240.0,1.5,coverage
90,40.760410370779375,-111.88914425607801,240.0,1.5,coverage
91,40.7603261900429,-111.8892066871065,240.0,1.5,coverage
92,40.76024200927309,-111.88926911797873,240.0,1.5,coverage
93,40.76015782846992,-111.88933154869474,240.0,1.5,coverage
94,40.76007364763342,-111.8893939792545,240.0,1.5,coverage
95,40.75998946676355,-111.88945640965805,240.0,1.5,coverage
96,40.75990528586031,-111.88951883990535,240.0,1.5,coverage
97,40.759821104923745,-111.88958126999641,240.0,1.5,coverage
98,40.75973692395382,-111.88964369993124,240.0,1.5,coverage
99,40.759652742950514,-111.88970612970985,240.0,1.5,coverage
100,40.759568561913895,-111.88976855933221,240.0,1.5,coverage
101,40.75958515615422,-111.88978515368771,60.0,1.5,coverage
102,40.75966720288997,-111.88972430690167,60.0,1.5,coverage
103,40.75974924959401,-111.88966345996722,60.0,1.5,coverage
104,40.759831296266384,-111.88960261288437,60.0,1.5,coverage
105,40.75991334290707,-111.8895417656531,60.0,1.5,coverage
106,40.75999538951608,-111.88948091827343,60.0,1.5,coverage
107,40.76007743609339,-111.88942007074536,60.0,1.5,coverage
108,40.76015948263903,-111.88935922306885,60.0,1.5,coverage
109,40.760241529153,-111.88929837524394,60.0,1.5,coverage
110,40.76032357563526,-111.8892375272706,60.0,1.5,coverage
111,40.76040562208585,-111.88917667914885,60.0,1.5,coverage
112,40.76048766850475,-111.8891158308787,60.0,1.5,coverage
113,40.76056971489198,-111.88905498246011,60.0,1.5,coverage
114,40.76065176124751,-111.8889941338931,60.0,1.5,coverage
115,40.760640609694555,-111.88903130571849,240.0,1.5,coverage
116,40.76056069762084,-111.8890905713581,240.0,1.5,coverage
117,40.76048078551708,-111.88914983685692,240.0,1.5,coverage
118,40.760400873383276,-111.88920910221492,240.0,1.5,coverage
119,40.76032096121941,-111.88926836743215,240.0,1.5,coverage
120,40.76024104902548,-111.88932763250858,240.0,1.5,coverage
121,40.760161136801486,-111.88938689744421,240.0,1.5,coverage
122,40.76008122454745,-111.88944616223905,240.0,1.5,coverage
123,40.76000131226336,-111.88950542689311,240.0,1.5,coverage
124,40.75992139994921,-111.88956469140636,240.0,1.5,coverage
125,40.759841487604994,-111.88962395577883,240.0,1.5,coverage
126,40.759761575230726,-111.8896832200105,240.0,1.5,coverage
127,40.759681662826424,-111.88974248410139,240.0,1.5,coverage
128,40.75960175039205,-111.88980174805148,240.0,1.5,coverage
129,40.75961834462734,-111.88981834242357,60.0,1.5,coverage
130,40.759702604269656,-111.88975585454342,60.0,1.5,coverage
131,40.75978686387854,-111.88969336650678,60.0,1.5,coverage
132,40.759871123454026,-111.88963087831358,60.0,1.5,coverage
133,40.75995538299609,-111.88956838996388,60.0,1.5,coverage
134,40.76003964250474,-111.88950590145765,60.0,1.5,coverage
135,40.760123901979995,-111.8894434127949,60.0,1.5,coverage
136,40.760208161421815,-111.88938092397562,60.0,1.5,coverage
137,40.760292420830226,-111.88931843499981,60.0,1.5,coverage
138,40.760376680205226,-111.88925594586746,60.0,1.5,coverage
139,40.7604609395468,-111.88919345657858,60.0,1.5,coverage
140,40.76054519885496,-111.88913096713318,60.0,1.5,coverage
141,40.760629458129706,-111.88906847753125,60.0,1.5,coverage
142,40.76061830655301,-111.88910564933141,240.0,1.5,coverage
143,40.76053635941911,-111.88916642410176,240.0,1.5,coverage
144,40.760454412253594,-111.88922719872406,240.0,1.5,coverage
145,40.76037246505648,-111.8892879731983,240.0,1.5,coverage
146,40.76029051782774,-111.88934874752447,240.0,1.5,coverage
147,40.760208570567414,-111.88940952170259,240.0,1.5,coverage
148,40.76012662327547,-111.88947029573265,240.0,1.5,coverage
149,40.760044675951924,-111.88953106961465,240.0,1.5,coverage
150,40.75996272859678,-111.88959184334861,240.0,1.5,coverage
151,40.759880781210015,-111.88965261693451,240.0,1.5,coverage
152,40.75979883379165,-111.88971339037236,240.0,1.5,coverage
153,40.75971688634169,-111.88977416366215,240.0,1.5,coverage
154,40.759634938860124,-111.88983493680391,240.0,1.5,coverage
155,40.75965153309038,-111.88985153119255,60.0,1.5,coverage
156,40.75973116841072,-111.88979247278873,60.0,1.5,coverage
157,40.7598108037012,-111.88973341424511,60.0,1.5,coverage
158,40.75989043896185,-111.88967435556168,60.0,1.5,coverage
159,40.75997007419262,-111.88961529673843,60.0,1.5,coverage
160,40.76004970939358,-111.88955623777535,60.0,1.5,coverage
161,40.760129344564675,-111.88949717867247,60.0,1.5,coverage
162,40.76020897970593,-111.88943811942977,60.0,1.5,coverage
163,40.76028861481732,-111.88937906004725,60.0,1.5,coverage
164,40.760368249898875,-111.8893200005249,60.0,1.5,coverage
165,40.76044788495058,-111.88926094086274,60.0,1.5,coverage
166,40.76052751997244,-111.88920188106077,60.0,1.5,coverage
167,40.760607154964454,-111.88914282111895,60.0,1.5,coverage
168,40.76059600336402,-111.8891799928939,240.0,1.5,coverage
169,40.76051165116366,-111.88924255119605,240.0,1.5,coverage
170,40.76042729892979,-111.88930510934132,240.0,1.5,coverage
171,40.76034294666245,-111.88936766732971,240.0,1.5,coverage
172,40.760258594361616,-111.88943022516123,240.0,1.5,coverage
173,40.76017424202728,-111.88949278283589,240.0,1.5,coverage
174,40.76008988965948,-111.88955534035365,240.0,1.5,coverage
175,40.760005537258195,-111.88961789771456,240.0,1.5,coverage
176,40.75992118482339,-111.88968045491859,240.0,1.5,coverage
177,40.75983683235512,-111.88974301196576,240.0,1.5,coverage
178,40.75975247985335,-111.88980556885605,240.0,1.5,coverage
179,40.7596681273181,-111.88986812558947,240.0,1.5,coverage
180,40.75968472154332,-111.88988471999468,60.0,1.5,coverage
181,40.75976655171985,-111.88982403388388,60.0,1.5,coverage
182,40.759848381864856,-111.88976334762545,60.0,1.5,coverage
183,40.759930211978336,-111.8897026612194,60.0,1.5,coverage
184,40.760012042060325,-111.88964197466571,60.0,1.5,coverage
185,40.76009387211078,-111.88958128796439,60.0,1.5,coverage
