waypoint_id,latitude,longitude,heading,speed,waypoint_type
1,40.75950626032418,-111.8875026829659,240.0,1.5,coverage
2,40.75948761872273,-111.88751650858865,240.0,1.5,coverage
3,40.75943877406879,-111.8875816355677,60.0,1.5,coverage
4,40.75953095755135,-111.88751326737805,60.0,1.5,coverage
5,40.75955565477735,-111.88752385179819,240.0,1.5,coverage
6,40.7594727920942,-111.88758530720048,240.0,1.5,coverage
7,40.75938992937869,-111.88764676245138,240.0,1.5,coverage
8,40.759341084652405,-111.88771188923968,60.0,1.5,coverage
9,40.759420840465616,-111.88765273837548,60.0,1.5,coverage
10,40.75950059624889,-111.88759358737101,60.0,1.5,coverage
11,40.7595803520022,-111.88753443622633,60.0,1.5,coverage
12,40.759605049225904,-111.88754502066243,240.0,1.5,coverage
13,40.759500779498445,-111.88762235265887,240.0,1.5,coverage
14,40.759396509719785,-111.8876996844156,240.0,1.5,coverage
15,40.75929223988994,-111.88777701593261,240.0,1.5,coverage
16,40.75924339509131,-111.88784214253018,60.0,1.5,coverage
17,40.759339982996465,-111.88777050848279,60.0,1.5,coverage
18,40.75943657085771,-111.88769887422973,60.0,1.5,coverage
19,40.75953315867504,-111.88762723977096,60.0,1.5,coverage
20,40.75962974644845,-111.88755560510653,60.0,1.5,coverage
21,40.75965444366984,-111.8875661895586,240.0,1.5,coverage
22,40.75956246506681,-111.8876344058264,240.0,1.5,coverage
23,40.75947048642398,-111.88770262190768,240.0,1.5,coverage
24,40.759378507741296,-111.88777083780244,240.0,1.5,coverage
25,40.75928652901881,-111.88783905351066,240.0,1.5,coverage
26,40.7591945502565,-111.88790726903237,240.0,1.5,coverage
27,40.759145705385514,-111.88797239543919,60.0,1.5,coverage
28,40.75923461139596,-111.88790645897143,60.0,1.5,coverage
29,40.759323517369204,-111.88784052232943,60.0,1.5,coverage
30,40.75941242330522,-111.88777458551313,60.0,1.5,coverage
31,40.75950132920404,-111.88770864852259,60.0,1.5,coverage
32,40.75959023506566,-111.88764271135776,60.0,1.5,coverage
33,40.75967914089006,-111.88757677401867,60.0,1.5,coverage
34,40.75970383810912,-111.8875873584867,240.0,1.5,coverage
35,40.75961712712521,-111.88765166802172,240.0,1.5,coverage
36,40.759530416105875,-111.88771597739097,240.0,1.5,coverage
37,40.75944370505116,-111.88778028659443,240.0,1.5,coverage
38,40.75935699396104,-111.88784459563215,240.0,1.5,coverage
39,40.75927028283555,-111.88790890450407,240.0,1.5,coverage
40,40.759183571674654,-111.88797321321024,240.0,1.5,coverage
41,40.75909686047836,-111.88803752175062,240.0,1.5,coverage
42,40.75904801553503,-111.88810264796669,60.0,1.5,coverage
43,40.75913308062823,-111.88803956039956,60.0,1.5,coverage
44,40.7592181456874,-111.88797647267292,60.0,1.5,coverage
45,40.7593032107125,-111.88791338478673,60.0,1.5,coverage
46,40.75938827570352,-111.88785029674101,60.0,1.5,coverage
47,40.7594733406605,-111.88778720853574,60.0,1.5,coverage
48,40.759558405583405,-111.88772412017094,60.0,1.5,coverage
49,40.75964347047225,-111.8876610316466,60.0,1.5,coverage
50,40.759728535327035,-111.88759794296273,60.0,1.5,coverage
51,40.7597532325438,-111.88760852744673,240.0,1.5,coverage
52,40.759669448010605,-111.88767066658144,240.0,1.5,coverage
53,40.759585663444376,-111.88773280556138,240.0,1.5,coverage
54,40.7595018788451,-111.88779494438656,240.0,1.5,coverage
55,40.759418094212776,-111.88785708305696,240.0,1.5,coverage
56,40.75933430954743,-111.88791922157257,240.0,1.5,coverage
57,40.75925052484901,-111.88798135993345,240.0,1.5,coverage
58,40.759166740117564,-111.88804349813952,240.0,1.5,coverage
59,40.75908295535307,-111.88810563619084,240.0,1.5,coverage
60,40.75899917055553,-111.88816777408738,240.0,1.5,coverage
