waypoint_id,latitude,longitude,heading,speed,waypoint_type
1,40.76009387211078,-111.88958128796439,60.0,1.5,coverage
2,40.760175702129736,-111.88952060111544,60.0,1.5,coverage
3,40.760257532117166,-111.88945991411887,60.0,1.5,coverage
4,40.76033936207309,-111.88939922697466,60.0,1.5,coverage
5,40.76042119199748,-111.88933853968283,60.0,1.5,coverage
6,40.76050302189035,-111.88927785224334,60.0,1.5,coverage
7,40.760584851751716,-111.88921716465624,60.0,1.5,coverage
8,40.76057370012755,-111.88925433640595,240.0,1.5,coverage
9,40.76049439260634,-111.88931315328134,240.0,1.5,coverage
10,40.76041508505551,-111.88937197001805,240.0,1.5,coverage
11,40.76033577747509,-111.88943078661606,240.0,1.5,coverage
12,40.76025646986507,-111.88948960307542,240.0,1.5,coverage
13,40.76017716222544,-111.8895484193961,240.0,1.5,coverage
14,40.76009785455621,-111.88960723557813,240.0,1.5,coverage
15,40.760018546857374,-111.88966605162148,240.0,1.5,coverage
16,40.75993923912893,-111.88972486752616,240.0,1.5,coverage
17,40.759859931370904,-111.88978368329215,240.0,1.5,coverage
18,40.75978062358326,-111.8898424989195,240.0,1.5,coverage
19,40.75970131576602,-111.88990131440818,240.0,1.5,coverage
20,40.75971790998621,-111.88991790882996,60.0,1.5,coverage
21,40.759802373987824,-111.88985526946905,60.0,1.5,coverage
22,40.75988683795588,-111.88979262995086,60.0,1.5,coverage
23,40.75997130189036,-111.8897299902754,60.0,1.5,coverage
24,40.760055765791265,-111.88966735044264,60.0,1.5,coverage
25,40.760140229658575,-111.88960471045262,60.0,1.5,coverage
26,40.76022469349231,-111.88954207030528,60.0,1.5,coverage
27,40.76030915729248,-111.88947943000066,60.0,1.5,coverage
28,40.76039362105907,-111.88941678953876,60.0,1.5,coverage
29,40.760478084792105,-111.88935414891957,60.0,1.5,coverage
30,40.76056254849152,-111.88929150814309,60.0,1.5,coverage
31,40.760551396843624,-111.88932867986759,240.0,1.5,coverage
32,40.760469707720986,-111.88938926286889,240.0,1.5,coverage
33,40.76038801856693,-111.88944984572306,240.0,1.5,coverage
34,40.76030632938147,-111.88951042843011,240.0,1.5,coverage
35,40.7602246401646,-111.88957101099004,240.0,1.5,coverage
36,40.76014295091632,-111.88963159340284,240.0,1.5,coverage
37,40.76006126163666,-111.88969217566853,240.0,1.5,coverage
38,40.759979572325555,-111.88975275778708,240.0,1.5,coverage
39,40.75989788298307,-111.88981333975852,240.0,1.5,coverage
40,40.75981619360916,-111.88987392158283,240.0,1.5,coverage
41,40.759734504203855,-111.88993450326002,240.0,1.5,coverage
42,40.759751098418995,-111.88995109769839,60.0,1.5,coverage
43,40.75983001322738,-111.88989257370433,60.0,1.5,coverage
44,40.75990892800645,-111.88983404957298,60.0,1.5,coverage
45,40.75998784275621,-111.88977552530434,60.0,1.5,coverage
46,40.760066757476665,-111.8897170008984,60.0,1.5,coverage
47,40.76014567216781,-111.88965847635517,60.0,1.5,coverage
48,40.76022458682963,-111.88959995167464,60.0,1.5,coverage
49,40.760303501462154,-111.8895414268568,60.0,1.5,coverage
50,40.760382416065376,-111.88948290190166,60.0,1.5,coverage
51,40.76046133063929,-111.88942437680923,60.0,1.5,coverage
52,40.76054024518387,-111.88936585157948,60.0,1.5,coverage
53,40.76052909351224,-111.88940302327877,240.0,1.5,coverage
54,40.76044449354914,-111.8894657648951,240.0,1.5,coverage
55,40.76035989355235,-111.88952850635363,240.0,1.5,coverage
56,40.760275293521865,-111.88959124765435,240.0,1.5,coverage
57,40.7601906934577,-111.88965398879728,240.0,1.5,coverage
58,40.76010609335985,-111.88971672978242,240.0,1.5,coverage
59,40.76002149322831,-111.88977947060975,240.0,1.5,coverage
60,40.75993689306309,-111.8898422112793,240.0,1.5,coverage
61,40.759852292864196,-111.88990495179105,240.0,1.5,coverage
62,40.75976769263162,-111.88996769214502,240.0,1.5,coverage
63,40.75978428684172,-111.88998428659994,60.0,1.5,coverage
64,40.75986580418759,-111.8899238325599,60.0,1.5,coverage
65,40.759947321502196,-111.88986337837336,60.0,1.5,coverage
66,40.76002883878553,-111.88980292404031,60.0,1.5,coverage
67,40.76011035603759,-111.88974246956077,60.0,1.5,coverage
68,40.76019187325837,-111.88968201493472,60.0,1.5,coverage
69,40.760273390447885,-111.88962156016215,60.0,1.5,coverage
70,40.76035490760611,-111.8895611052431,60.0,1.5,coverage
71,40.76043642473307,-111.88950065017754,60.0,1.5,coverage
72,40.76051794182875,-111.88944019496547,60.0,1.5,coverage
73,40.760506790133384,-111.88947736663954,240.0,1.5,coverage
74,40.76042545936795,-111.88953768359482,240.0,1.5,coverage
75,40.76034412857139,-111.88959800040426,240.0,1.5,coverage
76,40.76026279774368,-111.88965831706787,240.0,1.5,coverage
77,40.76018146688485,-111.88971863358564,240.0,1.5,coverage
78,40.76010013599488,-111.88977894995757,240.0,1.5,coverage
79,40.760018805073784,-111.88983926618369,240.0,1.5,coverage
80,40.75993747412156,-111.88989958226395,240.0,1.5,coverage
81,40.7598561431382,-111.88995989819838,240.0,1.5,coverage
